name,internal_var,namelist,group,dtype,default,source_use_count,source_use_files,source_usage_summary,source_use_examples
kinetic_thermal_ion,kinetic_thermal_ion,&inputnl,Particle Simulation Options,integer,0,28,unstructured/particle.f90(9); unstructured/particle_com.f90(8); unstructured/ludef_t.f90(4); unstructured/gradshafranov.f90(3); unstructured/init_common.f90(2); unstructured/input.f90(1); unstructured/m3dc1_nint.f90(1),"源码引用 28 处；主要在 `particle.f90` 9处, `particle_com.f90` 8处, `ludef_t.f90` 4处, `gradshafranov.f90` 3处。","unstructured/gradshafranov.f90:670: if ((kinetic.eq.1).and.(kinetic_thermal_ion.eq.1)) then
unstructured/gradshafranov.f90:688: if ((kinetic.eq.1).and.(kinetic_thermal_ion.eq.1)) then
unstructured/gradshafranov.f90:1715: if ((kinetic.eq.1).and.(particle_couple.ge.0).and.(kinetic_thermal_ion.eq.1)) then
unstructured/init_common.f90:559: if ((kinetic.eq.1).and.(kinetic_thermal_ion.eq.1)) then
unstructured/init_common.f90:697: if ((kinetic.eq.1).and.(particle_couple.ge.0).and.(kinetic_thermal_ion.eq.1)) then
unstructured/input.f90:1772: if(kinetic_thermal_ion.eq.0) particle_subcycles=1
unstructured/ludef_t.f90:642: if((particle_couple.ge.0).and.(kinetic_thermal_ion .eq. 1)) then
unstructured/ludef_t.f90:1213: if((particle_couple.ge.0).and.(kinetic_thermal_ion .eq. 1)) then
unstructured/ludef_t.f90:1856: if((particle_couple.ge.0).and.(kinetic_thermal_ion .eq. 1)) then
unstructured/ludef_t.f90:5954: if((kinetic.eq.0).or.(kinetic_thermal_ion.eq.0)) then"
igyroaverage,igyroaverage,&inputnl,Particle Simulation Options,integer,0,10,unstructured/particle.f90(5); unstructured/particle_com.f90(5),"源码引用 10 处；主要在 `particle.f90` 5处, `particle_com.f90` 5处。","unstructured/particle.f90:626: gyroaverage_particle = igyroaverage
unstructured/particle.f90:3380: if (igyroaverage.eq.1) then
unstructured/particle.f90:3385: if (igyroaverage.eq.1) then
unstructured/particle.f90:3483: if (igyroaverage.eq.1) then
unstructured/particle.f90:3526: if (igyroaverage.eq.1) then
unstructured/particle_com.f90:613: gyroaverage_particle = igyroaverage
unstructured/particle_com.f90:3356: if (igyroaverage.eq.1) then
unstructured/particle_com.f90:3361: if (igyroaverage.eq.1) then
unstructured/particle_com.f90:3454: if (igyroaverage.eq.1) then
unstructured/particle_com.f90:3487: if (igyroaverage.eq.1) then"
particle_linear,particle_linear,&inputnl,Particle Simulation Options,integer,-1,5,unstructured/particle.f90(2); unstructured/particle_com.f90(2); unstructured/input.f90(1),"源码引用 5 处；主要在 `particle.f90` 2处, `particle_com.f90` 2处, `input.f90` 1处。","unstructured/input.f90:1762: if(particle_linear.eq.-1) particle_linear=linear
unstructured/particle.f90:624: particle_linear_particle = particle_linear
unstructured/particle.f90:3439: if (particle_linear == 1) then
unstructured/particle_com.f90:611: particle_linear_particle = particle_linear
unstructured/particle_com.f90:3415: if (particle_linear == 1) then"
particle_substeps,particle_substeps,&inputnl,Particle Simulation Options,integer,40,8,unstructured/particle.f90(4); unstructured/particle_com.f90(4),"源码引用 8 处；主要在 `particle.f90` 4处, `particle_com.f90` 4处。","unstructured/particle.f90:629: psubsteps_particle = particle_substeps
unstructured/particle.f90:2111: call advance_particles(pdt/particle_substeps/particle_subcycles)
unstructured/particle.f90:2113: write (0, '(A,I7,A,f9.2,A)') 'Particle advance completed', particle_substeps, ' steps in', &
unstructured/particle.f90:3391: if (vspdims .eq. 5) call advancex(xtemp, vtemp, -t0_norm*dt/particle_substeps/2)
unstructured/particle_com.f90:615: psubsteps_particle = particle_substeps
unstructured/particle_com.f90:2028: call advance_particles(pdt/particle_substeps/particle_subcycles)
unstructured/particle_com.f90:2030: write (0, '(A,I7,A,f9.2,A)') 'Particle advance completed', particle_substeps, ' steps in', &
unstructured/particle_com.f90:3367: if (vspdims .eq. 5) call advancex(xtemp, vtemp, -t0_norm*dt/particle_substeps/2)"
particle_subcycles,particle_subcycles,&inputnl,Particle Simulation Options,integer,1,7,unstructured/particle.f90(3); unstructured/particle_com.f90(3); unstructured/input.f90(1),"源码引用 7 处；主要在 `particle.f90` 3处, `particle_com.f90` 3处, `input.f90` 1处。","unstructured/input.f90:1772: if(kinetic_thermal_ion.eq.0) particle_subcycles=1
unstructured/particle.f90:2097: do isubcycle=1,particle_subcycles
unstructured/particle.f90:2111: call advance_particles(pdt/particle_substeps/particle_subcycles)
unstructured/particle.f90:2119: if ((isubcycle==particle_subcycles).and.(mod(ntime - ntime0, ntimepr) == 0)) then
unstructured/particle_com.f90:2014: do isubcycle=1,particle_subcycles
unstructured/particle_com.f90:2028: call advance_particles(pdt/particle_substeps/particle_subcycles)
unstructured/particle_com.f90:2036: if ((isubcycle==particle_subcycles).and.(mod(ntime - ntime0, ntimepr) == 0)) then"
particle_couple,particle_couple,&inputnl,Particle Simulation Options,integer,0,27,unstructured/ludef_t.f90(21); unstructured/gradshafranov.f90(2); unstructured/init_common.f90(2); unstructured/particle.f90(2),"源码引用 27 处；主要在 `ludef_t.f90` 21处, `gradshafranov.f90` 2处, `init_common.f90` 2处, `particle.f90` 2处。","unstructured/gradshafranov.f90:1709: if ((kinetic.eq.1).and.(particle_couple.ge.0).and.(kinetic_fast_ion.eq.1)) then
unstructured/gradshafranov.f90:1715: if ((kinetic.eq.1).and.(particle_couple.ge.0).and.(kinetic_thermal_ion.eq.1)) then
unstructured/init_common.f90:691: if ((kinetic.eq.1).and.(particle_couple.ge.0).and.(kinetic_fast_ion.eq.1)) then
unstructured/init_common.f90:697: if ((kinetic.eq.1).and.(particle_couple.ge.0).and.(kinetic_thermal_ion.eq.1)) then
unstructured/ludef_t.f90:244: if ((particle_couple.eq.1).and.(kinetic.eq.1)) then
unstructured/ludef_t.f90:628: if((particle_couple.ge.0).and.(kinetic_fast_ion .eq. 1)) then
unstructured/ludef_t.f90:630: (1-particle_couple)*v1pbb(trialx,pfper79,b2i79(:,OP_1)) & !parallel term
unstructured/ludef_t.f90:634: (1-particle_couple)*v1pbb(trialx,pfpar79-pfper79,b2i79(:,OP_1))&
unstructured/ludef_t.f90:642: if((particle_couple.ge.0).and.(kinetic_thermal_ion .eq. 1)) then
unstructured/ludef_t.f90:644: (1-particle_couple)*v1pbb(trialx,piper79,b2i79(:,OP_1)) & !parallel term"
particle_nodelete,particle_nodelete,&inputnl,Particle Simulation Options,integer,0,2,unstructured/particle.f90(1); unstructured/particle_com.f90(1),"源码引用 2 处；主要在 `particle.f90` 1处, `particle_com.f90` 1处。","unstructured/particle.f90:2024: if (particle_nodelete.eq.0) then
unstructured/particle_com.f90:1944: if (particle_nodelete.eq.0) then"
iconst_f0,iconst_f0,&inputnl,Particle Simulation Options,integer,0,2,unstructured/particle.f90(1); unstructured/particle_com.f90(1),"源码引用 2 处；主要在 `particle.f90` 1处, `particle_com.f90` 1处。","unstructured/particle.f90:628: iconst_f0_particle = iconst_f0
unstructured/particle_com.f90:614: iconst_f0_particle = iconst_f0"
ifullf,ifullf,&inputnl,Particle Simulation Options,integer,0,6,unstructured/particle.f90(5); unstructured/input.f90(1),"源码引用 6 处；主要在 `particle.f90` 5处, `input.f90` 1处。","unstructured/input.f90:1764: if(eqsubtract.eq.0) ifullf=1
unstructured/particle.f90:627: ifullf_particle = ifullf
unstructured/particle.f90:3466: if (ifullf.eq.0) then
unstructured/particle.f90:3488: if (ifullf.eq.0) then
unstructured/particle.f90:3509: if (ifullf.eq.0) then
unstructured/particle.f90:3531: if (ifullf.eq.0) then"
fast_ion_mass,fast_ion_mass,&inputnl,Particle Simulation Options,real,0.,6,unstructured/gradshafranov.f90(3); unstructured/input.f90(1); unstructured/particle.f90(1); unstructured/particle_com.f90(1),"源码引用 6 处；主要在 `gradshafranov.f90` 3处, `input.f90` 1处, `particle.f90` 1处, `particle_com.f90` 1处。","unstructured/gradshafranov.f90:1601: crit_v=sqrt(2*tf2*1.6e-19/fast_ion_mass/m_p)
unstructured/gradshafranov.f90:1602: max_v=sqrt(2*fast_ion_max_energy*1.6e-19/fast_ion_mass/m_p)
unstructured/gradshafranov.f90:1607: temp79a(i) =tf*(norm_1-norm_2)/dnorm*fast_ion_mass*m_p/3.0&
unstructured/input.f90:1768: if(fast_ion_mass.eq.0) fast_ion_mass=ion_mass
unstructured/particle.f90:364: m_ion(2) = fast_ion_mass * m_proton !Ion mass in kg
unstructured/particle_com.f90:357: m_ion(2) = fast_ion_mass * m_proton !Ion mass in kg"
fast_ion_z,fast_ion_z,&inputnl,Particle Simulation Options,real,0.,3,unstructured/input.f90(1); unstructured/particle.f90(1); unstructured/particle_com.f90(1),"源码引用 3 处；主要在 `input.f90` 1处, `particle.f90` 1处, `particle_com.f90` 1处。","unstructured/input.f90:1770: if(fast_ion_z.eq.0) fast_ion_z=z_ion
unstructured/particle.f90:368: q_ion(2) = fast_ion_z*e_mks !fishbone
unstructured/particle_com.f90:361: q_ion(2) = fast_ion_z*e_mks !fishbone"
fast_ion_dist,fast_ion_dist,&inputnl,Particle Simulation Options,integer,1,18,unstructured/particle.f90(8); unstructured/particle_com.f90(8); unstructured/gradshafranov.f90(1); unstructured/init_common.f90(1),"源码引用 18 处；主要在 `particle.f90` 8处, `particle_com.f90` 8处, `gradshafranov.f90` 1处, `init_common.f90` 1处。","unstructured/gradshafranov.f90:1598: if ((fast_ion_dist==1).or.(fast_ion_dist==0)) then
unstructured/init_common.f90:549: if (fast_ion_dist==1) then
unstructured/particle.f90:631: fast_ion_dist_particle = fast_ion_dist
unstructured/particle.f90:648: if ((kinetic_fast_ion.eq.1).and.(fast_ion_dist.eq.0)) then
unstructured/particle.f90:813: elseif (fast_ion_dist.eq.0) then
unstructured/particle.f90:886: if ((sps.eq.1).or.(fast_ion_dist.eq.1)) then
unstructured/particle.f90:896: elseif (fast_ion_dist.eq.2) then
unstructured/particle.f90:904: elseif (fast_ion_dist.eq.0) then
unstructured/particle.f90:1036: if ((kinetic_fast_ion.eq.1).and.(fast_ion_dist.eq.0)) then
unstructured/particle.f90:1061: if ((kinetic_fast_ion.eq.1).and.(fast_ion_dist.eq.0)) then"
fast_ion_max_energy,fast_ion_max_energy,&inputnl,Particle Simulation Options,real,1000.,5,unstructured/particle.f90(2); unstructured/particle_com.f90(2); unstructured/gradshafranov.f90(1),"源码引用 5 处；主要在 `particle.f90` 2处, `particle_com.f90` 2处, `gradshafranov.f90` 1处。","unstructured/gradshafranov.f90:1602: max_v=sqrt(2*fast_ion_max_energy*1.6e-19/fast_ion_mass/m_p)
unstructured/particle.f90:632: fast_ion_max_energy_particle = fast_ion_max_energy
unstructured/particle.f90:899: y1 = (exp(ran_temp*log((fast_ion_max_energy/T00)**(1.5)+1)) - 1.)**(1./3.)
unstructured/particle_com.f90:618: fast_ion_max_energy_particle = fast_ion_max_energy
unstructured/particle_com.f90:849: y1 = (exp(ran_temp*log((fast_ion_max_energy/T00)**(1.5)+1)) - 1.)**(1./3.)"
num_par_max,num_par_max,&inputnl,Particle Simulation Options,integer,4000000,11,unstructured/particle.f90(6); unstructured/particle_com.f90(5),"源码引用 11 处；主要在 `particle.f90` 6处, `particle_com.f90` 5处。","unstructured/particle.f90:595: arraysize = num_par_max
unstructured/particle.f90:601: CALL C_F_POINTER(baseptr, pdata, [num_par_max])
unstructured/particle.f90:699: allocate (pdata_local(num_par_max/maxrank*10))
unstructured/particle.f90:770: npar_fac=0.95*num_par_max/npar_temp_sum*num_par_scale(sps)
unstructured/particle.f90:819: npar_local=int(num_par_max*area*(dot_product(elfieldcoefs(itri)%rst,geomterms%g)/R_axis)/(di/di_axis)&
unstructured/particle.f90:822: npar_local = int(num_par_max*area*(x_max + x_min)/2.*f_mesh*2/nplanes*npar_fac)!fullf
unstructured/particle_com.f90:582: arraysize = num_par_max
unstructured/particle_com.f90:588: CALL C_F_POINTER(baseptr, pdata, [num_par_max])
unstructured/particle_com.f90:669: allocate (pdata_local(num_par_max/maxrank*10))
unstructured/particle_com.f90:777: npar_local=int(num_par_max*area*(dot_product(elfieldcoefs(itri)%rst,geomterms%g)/R_axis)/(di/di_axis)&"
num_par_scale,num_par_scale,&inputnl,Particle Simulation Options,real array,1.,2,unstructured/particle.f90(1); unstructured/particle_com.f90(1),"源码引用 2 处；主要在 `particle.f90` 1处, `particle_com.f90` 1处。","unstructured/particle.f90:770: npar_fac=0.95*num_par_max/npar_temp_sum*num_par_scale(sps)
unstructured/particle_com.f90:731: npar_fac=0.95/npar_ratio*num_par_scale(sps)"
kinetic_nrmfac_scale,kinetic_nrmfac_scale,&inputnl,Particle Simulation Options,real array,1.,4,unstructured/particle.f90(2); unstructured/particle_com.f90(2),"源码引用 4 处；主要在 `particle.f90` 2处, `particle_com.f90` 2处。","unstructured/particle.f90:341: nrmfac = nrmfac*kinetic_nrmfac_scale
unstructured/particle.f90:3746: call write_vec_attr(part_root_id, ""particle nrmfac"", nrmfac/kinetic_nrmfac_scale, 2, ierr)
unstructured/particle_com.f90:339: nrmfac = nrmfac*kinetic_nrmfac_scale
unstructured/particle_com.f90:3703: call write_vec_attr(part_root_id, ""particle nrmfac"", nrmfac/kinetic_nrmfac_scale, 2, ierr)"
ikinetic_vpar,ikinetic_vpar,&inputnl,Particle Simulation Options,integer,0,2,unstructured/particle.f90(1); unstructured/particle_com.f90(1),"源码引用 2 处；主要在 `particle.f90` 1处, `particle_com.f90` 1处。","unstructured/particle.f90:4308: if (ikinetic_vpar.eq.1) then
unstructured/particle_com.f90:4246: if (ikinetic_vpar.eq.1) then"
kinetic_rhomax,kinetic_rhomax,&inputnl,Particle Simulation Options,real,1.,2,unstructured/particle.f90(1); unstructured/particle_com.f90(1),"源码引用 2 处；主要在 `particle.f90` 1处, `particle_com.f90` 1处。","unstructured/particle.f90:633: kinetic_rhomax_particle = kinetic_rhomax
unstructured/particle_com.f90:619: kinetic_rhomax_particle = kinetic_rhomax"
vpar_reduce,vpar_reduce,&inputnl,Particle Simulation Options,real,0.,6,unstructured/particle.f90(3); unstructured/particle_com.f90(3),"源码引用 6 处；主要在 `particle.f90` 3处, `particle_com.f90` 3处。","unstructured/particle.f90:4309: temp79a= (vpar_reduce)*temp79c*(1*vipar79(:,OP_1)+1*(1*vfpar79(:,OP_1)-vfpar079(:,OP_1)*nf79(:,OP_1)))&
unstructured/particle.f90:4314: -vpar_reduce*temp79c*temp79b
unstructured/particle.f90:4316: temp79a=-vpar_reduce*temp79b
unstructured/particle_com.f90:4247: temp79a= (vpar_reduce)*temp79c*(1*vipar79(:,OP_1)+1*(1*vfpar79(:,OP_1)-vfpar079(:,OP_1)*nf79(:,OP_1)))&
unstructured/particle_com.f90:4252: -vpar_reduce*temp79c*temp79b
unstructured/particle_com.f90:4254: temp79a=-vpar_reduce*temp79b"
idiamagnetic_advection,idiamagnetic_advection,&inputnl,Particle Simulation Options,integer,0,9,unstructured/ludef_t.f90(7); unstructured/m3dc1_nint.f90(1); unstructured/particle.f90(1),"源码引用 9 处；主要在 `ludef_t.f90` 7处, `m3dc1_nint.f90` 1处, `particle.f90` 1处。","unstructured/ludef_t.f90:181: if (idiamagnetic_advection.eq.1) then
unstructured/ludef_t.f90:198: if (idiamagnetic_advection.eq.1) then
unstructured/ludef_t.f90:214: if (idiamagnetic_advection.eq.1) then
unstructured/ludef_t.f90:826: if (idiamagnetic_advection.eq.1) then
unstructured/ludef_t.f90:1410: if (idiamagnetic_advection.eq.1) then
unstructured/ludef_t.f90:1425: if (idiamagnetic_advection.eq.1) then
unstructured/ludef_t.f90:1439: if (idiamagnetic_advection.eq.1) then
unstructured/m3dc1_nint.f90:1796: if (idiamagnetic_advection.eq.1) then
unstructured/particle.f90:345: if (idiamagnetic_advection.eq.1) call set_diamagnetic_velocity"
imode_filter,imode_filter,&inputnl,Particle Simulation Options,integer,0,3,unstructured/particle.f90(3),源码引用 3 处；主要在 `particle.f90` 3处。,"unstructured/particle.f90:4648: do i = 1, abs(imode_filter)
unstructured/particle.f90:4716: if (imode_filter<0) then
unstructured/particle.f90:4754: if (imode_filter.eq.0) return"
mode_filter_ntor,mode_filter_ntor,&inputnl,Particle Simulation Options,integer array,0,1,unstructured/particle.f90(1),源码引用 1 处；主要在 `particle.f90` 1处。,unstructured/particle.f90:4649: ntor_i = mode_filter_ntor(i)
smooth_par,smooth_par,&inputnl,Particle Simulation Options,real,1.e-8,4,unstructured/particle.f90(2); unstructured/particle_com.f90(2),"源码引用 4 处；主要在 `particle.f90` 2处, `particle_com.f90` 2处。","unstructured/particle.f90:1094: temp79a(:) = smooth_par
unstructured/particle.f90:1101: tempxx = tempxx + smooth_par*intxx3(mu79(:, :, OP_DPP), nu79(:, :, OP_DPP), ri4_79)
unstructured/particle_com.f90:1069: tempxx = tempxx + smooth_par*(intxx2(mu79(:, :, OP_DZZ), nu79(:, :, OP_DZZ)) + intxx2(mu79(:, :, OP_DRR), nu79(:, :, OP_DRR)))
unstructured/particle_com.f90:1071: tempxx = tempxx + smooth_par*intxx3(mu79(:, :, OP_DPP), nu79(:, :, OP_DPP), ri4_79)"
smooth_dens_parallel,smooth_dens_parallel,&inputnl,Particle Simulation Options,real,0.,2,unstructured/particle.f90(1); unstructured/particle_com.f90(1),"源码引用 2 处；主要在 `particle.f90` 1处, `particle_com.f90` 1处。","unstructured/particle.f90:1116: tempxx = tempxx + smooth_dens_parallel*(&
unstructured/particle_com.f90:1086: tempxx = tempxx + smooth_dens_parallel*(&"
xray_detector_enabled,xray_detector_enabled,&inputnl,Diagnostics,integer,0,5,unstructured/output.f90(3); unstructured/auxiliary_fields.f90(2),"源码引用 5 处；主要在 `output.f90` 3处, `auxiliary_fields.f90` 2处。","unstructured/auxiliary_fields.f90:948: if(xray_detector_enabled.eq.1) then
unstructured/auxiliary_fields.f90:1151: if(xray_detector_enabled.eq.1) then
unstructured/output.f90:561: if(xray_detector_enabled.eq.1) then
unstructured/output.f90:1384: if(xray_detector_enabled.eq.1) then
unstructured/output.f90:1700: if(xray_detector_enabled.eq.1) then"
xray_r0,xray_r0,&inputnl,Diagnostics,real,0.,2,unstructured/auxiliary_fields.f90(1); unstructured/diagnostics.f90(1),"源码引用 2 处；主要在 `auxiliary_fields.f90` 1处, `diagnostics.f90` 1处。","unstructured/auxiliary_fields.f90:949: call get_chord_mask(xray_r0, xray_phi0*pi/180., xray_z0, &
unstructured/diagnostics.f90:1116: call get_chord_mask(xray_r0, xray_phi0*pi/180., xray_z0, &"
xray_phi0,xray_phi0,&inputnl,Diagnostics,real,0.,2,unstructured/auxiliary_fields.f90(1); unstructured/diagnostics.f90(1),"源码引用 2 处；主要在 `auxiliary_fields.f90` 1处, `diagnostics.f90` 1处。","unstructured/auxiliary_fields.f90:949: call get_chord_mask(xray_r0, xray_phi0*pi/180., xray_z0, &
unstructured/diagnostics.f90:1116: call get_chord_mask(xray_r0, xray_phi0*pi/180., xray_z0, &"
xray_z0,xray_z0,&inputnl,Diagnostics,real,0.,2,unstructured/auxiliary_fields.f90(1); unstructured/diagnostics.f90(1),"源码引用 2 处；主要在 `auxiliary_fields.f90` 1处, `diagnostics.f90` 1处。","unstructured/auxiliary_fields.f90:949: call get_chord_mask(xray_r0, xray_phi0*pi/180., xray_z0, &
unstructured/diagnostics.f90:1116: call get_chord_mask(xray_r0, xray_phi0*pi/180., xray_z0, &"
xray_theta,xray_theta,&inputnl,Diagnostics,real,0.,2,unstructured/auxiliary_fields.f90(1); unstructured/diagnostics.f90(1),"源码引用 2 处；主要在 `auxiliary_fields.f90` 1处, `diagnostics.f90` 1处。","unstructured/auxiliary_fields.f90:951: xray_theta*pi/180., xray_sigma*pi/180., temp79a)
unstructured/diagnostics.f90:1118: xray_theta*pi/180., xray_sigma*pi/180., temp79a)"
xray_sigma,xray_sigma,&inputnl,Diagnostics,real,1.,2,unstructured/auxiliary_fields.f90(1); unstructured/diagnostics.f90(1),"源码引用 2 处；主要在 `auxiliary_fields.f90` 1处, `diagnostics.f90` 1处。","unstructured/auxiliary_fields.f90:951: xray_theta*pi/180., xray_sigma*pi/180., temp79a)
unstructured/diagnostics.f90:1118: xray_theta*pi/180., xray_sigma*pi/180., temp79a)"
imag_probes,imag_probes,&inputnl,Diagnostics,integer,0,7,unstructured/output.f90(6); unstructured/diagnostics.f90(1),"源码引用 7 处；主要在 `output.f90` 6处, `diagnostics.f90` 1处。","unstructured/diagnostics.f90:3396: do i=1, imag_probes
unstructured/output.f90:310: call write_int_attr (root_id, ""imag_probes"", imag_probes, error)
unstructured/output.f90:400: if(imag_probes.ne.0) call h5gcreate_f(root_id, ""mag_probes"", mp_group_id, error)
unstructured/output.f90:406: if(imag_probes.ne.0) call h5gopen_f(root_id, ""mag_probes"", mp_group_id, error)
unstructured/output.f90:596: if(imag_probes.ne.0) then
unstructured/output.f90:597: call output_1dextendarr(mp_group_id, ""value"", mag_probe_val, imag_probes, &
unstructured/output.f90:607: if(imag_probes.ne.0) call h5gclose_f(mp_group_id, error)"
mag_probe_x,mag_probe_x,&inputnl,Diagnostics,real array,0.,5,unstructured/diagnostics.f90(5),源码引用 5 处；主要在 `diagnostics.f90` 5处。,"unstructured/diagnostics.f90:3400: r = mag_probe_x(i)
unstructured/diagnostics.f90:3408: call evaluate(mag_probe_x(i),mag_probe_phi(i),mag_probe_z(i), &
unstructured/diagnostics.f90:3421: call evaluate(mag_probe_x(i),mag_probe_phi(i),mag_probe_z(i), &
unstructured/diagnostics.f90:3438: call evaluate(mag_probe_x(i),mag_probe_phi(i),mag_probe_z(i), &
unstructured/diagnostics.f90:3442: call evaluate(mag_probe_x(i),mag_probe_phi(i),mag_probe_z(i), &"
mag_probe_phi,mag_probe_phi,&inputnl,Diagnostics,real array,0.,4,unstructured/diagnostics.f90(4),源码引用 4 处；主要在 `diagnostics.f90` 4处。,"unstructured/diagnostics.f90:3408: call evaluate(mag_probe_x(i),mag_probe_phi(i),mag_probe_z(i), &
unstructured/diagnostics.f90:3421: call evaluate(mag_probe_x(i),mag_probe_phi(i),mag_probe_z(i), &
unstructured/diagnostics.f90:3438: call evaluate(mag_probe_x(i),mag_probe_phi(i),mag_probe_z(i), &
unstructured/diagnostics.f90:3442: call evaluate(mag_probe_x(i),mag_probe_phi(i),mag_probe_z(i), &"
mag_probe_z,mag_probe_z,&inputnl,Diagnostics,real array,0.,4,unstructured/diagnostics.f90(4),源码引用 4 处；主要在 `diagnostics.f90` 4处。,"unstructured/diagnostics.f90:3408: call evaluate(mag_probe_x(i),mag_probe_phi(i),mag_probe_z(i), &
unstructured/diagnostics.f90:3421: call evaluate(mag_probe_x(i),mag_probe_phi(i),mag_probe_z(i), &
unstructured/diagnostics.f90:3438: call evaluate(mag_probe_x(i),mag_probe_phi(i),mag_probe_z(i), &
unstructured/diagnostics.f90:3442: call evaluate(mag_probe_x(i),mag_probe_phi(i),mag_probe_z(i), &"
mag_probe_nx,mag_probe_nx,&inputnl,Diagnostics,real array,0.,3,unstructured/diagnostics.f90(3),源码引用 3 处；主要在 `diagnostics.f90` 3处。,"unstructured/diagnostics.f90:3406: if(mag_probe_nx(i).ne.0. .or. mag_probe_nz(i).ne.0.) then
unstructured/diagnostics.f90:3416: - mag_probe_nx(i)*val(OP_DZ) / r &
unstructured/diagnostics.f90:3429: + mag_probe_nx(i)*val(OP_DRP) &"
mag_probe_nphi,mag_probe_nphi,&inputnl,Diagnostics,real array,0.,3,unstructured/diagnostics.f90(3),源码引用 3 处；主要在 `diagnostics.f90` 3处。,"unstructured/diagnostics.f90:3435: if(mag_probe_nphi(i).ne.0.) then
unstructured/diagnostics.f90:3451: mag_probe_val(i) = mag_probe_val(i) + mag_probe_nphi(i)*val(OP_1)
unstructured/diagnostics.f90:3453: mag_probe_val(i) = mag_probe_val(i) + mag_probe_nphi(i)*val(OP_1)*r"
mag_probe_nz,mag_probe_nz,&inputnl,Diagnostics,real array,0.,3,unstructured/diagnostics.f90(3),源码引用 3 处；主要在 `diagnostics.f90` 3处。,"unstructured/diagnostics.f90:3406: if(mag_probe_nx(i).ne.0. .or. mag_probe_nz(i).ne.0.) then
unstructured/diagnostics.f90:3417: + mag_probe_nz(i)*val(OP_DR) / r
unstructured/diagnostics.f90:3430: + mag_probe_nz(i)*val(OP_DZP)"
iflux_loops,iflux_loops,&inputnl,Diagnostics,integer,0,7,unstructured/output.f90(6); unstructured/diagnostics.f90(1),"源码引用 7 处；主要在 `output.f90` 6处, `diagnostics.f90` 1处。","unstructured/diagnostics.f90:3468: do i=1, iflux_loops
unstructured/output.f90:311: call write_int_attr (root_id, ""iflux_loops"", iflux_loops, error)
unstructured/output.f90:401: if(iflux_loops.ne.0) call h5gcreate_f(root_id, ""flux_loops"", fl_group_id, error)
unstructured/output.f90:407: if(iflux_loops.ne.0) call h5gopen_f(root_id, ""flux_loops"", fl_group_id, error)
unstructured/output.f90:601: if(iflux_loops.ne.0) then
unstructured/output.f90:602: call output_1dextendarr(fl_group_id, ""value"", flux_loop_val, iflux_loops, &
unstructured/output.f90:608: if(iflux_loops.ne.0) call h5gclose_f(fl_group_id, error)"
flux_loop_x,flux_loop_x,&inputnl,Diagnostics,real array,0.,1,unstructured/diagnostics.f90(1),源码引用 1 处；主要在 `diagnostics.f90` 1处。,"unstructured/diagnostics.f90:3469: call phi_int(flux_loop_x(i),flux_loop_z(i),flux_loop_val(i),psi_field(1), &"
flux_loop_z,flux_loop_z,&inputnl,Diagnostics,real array,0.,1,unstructured/diagnostics.f90(1),源码引用 1 处；主要在 `diagnostics.f90` 1处。,"unstructured/diagnostics.f90:3469: call phi_int(flux_loop_x(i),flux_loop_z(i),flux_loop_val(i),psi_field(1), &"
ifixed_temax,ifixed_temax,&inputnl,Diagnostics,integer,0,3,unstructured/newpar.f90(3),源码引用 3 处；主要在 `newpar.f90` 3处。,"unstructured/newpar.f90:770: if(ifixed_temax .eq. 0) then
unstructured/newpar.f90:789: if(ifixed_temax .eq. 0) then
unstructured/newpar.f90:802: if(ifixed_temax .eq. 0) then"
iprint,iprint,&inputnl,Output,integer,0,465,unstructured/gradshafranov.f90(64); unstructured/newpar.f90(50); unstructured/diagnostics.f90(41); unstructured/transport.f90(32); unstructured/m3dc1_nint.f90(29); unstructured/time_step_split.f90(27); unstructured/output.f90(24); unstructured/kprad_m3dc1.f90(22),"源码引用 465 处；主要在 `gradshafranov.f90` 64处, `newpar.f90` 50处, `diagnostics.f90` 41处, `transport.f90` 32处。","unstructured/adapt.f90:296: if(myrank.eq.0 .and. iprint.ge.2) print *, "" transport coefficients""
unstructured/adapt.f90:394: if(myrank.eq.0 .and. iprint.ge.2) print *, "" transport coefficients""
unstructured/adapt.f90:590: if(myrank.eq.0 .and. iprint.ge.2) print *, "" transport coefficients""
unstructured/auxiliary_fields.f90:222: if(myrank.eq.0 .and. iprint.ge.1) print *, ' Calculating pressures'
unstructured/auxiliary_fields.f90:316: if(myrank.eq.0 .and. iprint.ge.1) &
unstructured/auxiliary_fields.f90:345: if(myrank.eq.0 .and. iprint.ge.1) print *, ' Calculating Temperatures'
unstructured/auxiliary_fields.f90:456: if(myrank.eq.0 .and. iprint.ge.1) &
unstructured/auxiliary_fields.f90:486: if(myrank.eq.0 .and. iprint.ge.1) print *, ' Calculating electron density'
unstructured/auxiliary_fields.f90:542: if(myrank.eq.0 .and. iprint.ge.1) &
unstructured/auxiliary_fields.f90:688: if(myrank.eq.0 .and. iprint.ge.1) print *, ' Calculating diagnostic fields'"
